Type,date,stage,discharge,Local Minimum,Fixed Interval,Sliding Interval
3505,7/25/2015 2:00,1206.2,26971,27.72603607,27,28
3506,7/25/2015 3:00,1206.22,26959,26.93720055,27,28
3507,7/25/2015 4:00,1206.19,26910,26.1708107,26,24
3508,7/25/2015 5:00,1206.18,26766,25.42622375,24,24
3509,7/25/2015 6:00,1206.16,26959,24.70282173,24,24
3510,7/25/2015 7:00,1206.18,26911,24,24,24
3511,7/25/2015 8:00,1206.16,26923,24.69228554,24,24
3512,7/25/2015 9:00,1206.16,27019,25.40454102,24,43
3513,7/25/2015 10:00,1206.15,27249,26.13734055,36,43
3514,7/25/2015 11:00,1206.13,27092,26.89127731,43,43
3515,7/25/2015 12:00,1206.13,27032,27.66696358,37,43
3516,7/25/2015 13:00,1206.15,27128,28.46502304,37,43
3517,7/25/2015 14:00,1206.14,27032,29.2861042,31,31
3518,7/25/2015 15:00,1206.05,26922,30.13086891,31,31
3519,7/25/2015 16:00,1205.94,27128,31,31,31
3520,7/25/2015 17:00,1206.13,26995,32.48348999,31,31
3521,7/25/2015 18:00,1206.14,27080,34.03796768,31,31
3522,7/25/2015 19:00,1206.22,26899,35.66683578,100,43
3523,7/25/2015 20:00,1206.15,26995,37.37365341,77,43
3524,7/25/2015 21:00,1206.22,27116,39.16215134,43,43
3525,7/25/2015 22:00,1206.16,27117,41.03623199,43,43
3526,7/25/2015 23:00,1206.18,26826,43,43,43
3527,7/26/2015 0:00,1206.2,26886,50.68399811,43,83
3528,7/26/2015 1:00,1206.24,26874,59.74110794,43,83
3529,7/26/2015 2:00,1206.16,26934,70.41670227,83,83
3530,7/26/2015 3:00,1206.16,27055,83,83,83
3531,7/26/2015 4:00,1206.22,26886,100.008606,83,83
3532,7/26/2015 5:00,1206.16,26742,120.5026627,83,254
3533,7/26/2015 6:00,1206.22,26898,145.1964111,676,254
3534,7/26/2015 7:00,1206.2,26801,174.9505005,254,254
3535,7/26/2015 8:00,1206.24,26970,210.8018646,254,254
3536,7/26/2015 9:00,1206.2,26971,254,254,254
3537,7/26/2015 10:00,1206.24,26899,278,254,278
3538,7/26/2015 11:00,1206.2,26935,329.7150269,254,278
3539,7/26/2015 12:00,1206.22,27067,375.6567993,278,278
3540,7/26/2015 13:00,1206.22,27057,428,428,278
3541,7/26/2015 14:00,1206.22,27128,344.2674561,261,278
3542,7/26/2015 15:00,1206.18,26983,276.9160461,159,102
3543,7/26/2015 16:00,1206.18,26959,222.7410889,124,102
3544,7/26/2015 17:00,1206.18,27008,159,102,102
3545,7/26/2015 18:00,1206.18,27068,124,88,102
3546,7/26/2015 19:00,1206.18,26996,102,75,102
3547,7/26/2015 20:00,1206.2,26923,88,75,75
3548,7/26/2015 21:00,1206.18,26922,75,75,75
3549,7/26/2015 22:00,1206.22,26947,81,75,75
3550,7/26/2015 23:00,1206.22,26899,88.14704132,75,75
3551,7/27/2015 0:00,1206.23,26838,95.56106567,81,75
3552,7/27/2015 1:00,1206.16,26826,103.5986786,210,132
3553,7/27/2015 2:00,1206.22,26839,112.3123322,132,132
3554,7/27/2015 3:00,1206.18,26765,121.7588959,132,132
3555,7/27/2015 4:00,1206.18,27043,132,132,132
3556,7/27/2015 5:00,1206.2,26911,119.4451294,132,132
3557,7/27/2015 6:00,1206.11,27032,108.0843811,132,84
3558,7/27/2015 7:00,1206.26,26995,97.80418396,107,84
3559,7/27/2015 8:00,1206.22,27080,88.50177002,84,84
3560,7/27/2015 9:00,1206.24,27104,80.08412933,70,84
3561,7/27/2015 10:00,1206.16,27019,72.46711731,62,84
3562,7/27/2015 11:00,1206.2,26899,65.5745697,55,43
3563,7/27/2015 12:00,1206.14,26971,59.33760071,48,43
3564,7/27/2015 13:00,1206.16,27007,53.69384003,43,43
3565,7/27/2015 14:00,1206.15,26983,48,39,43
3566,7/27/2015 15:00,1206.2,27092,43,36,43
3567,7/27/2015 16:00,1206.16,27092,39,36,34
3568,7/27/2015 17:00,1206.14,26983,36,36,34
3569,7/27/2015 18:00,1206.22,26935,33.77128601,34,34
3570,7/27/2015 19:00,1206.16,26874,31.68055153,33,34
3571,7/27/2015 20:00,1206.2,26983,29.71924973,29,34
3572,7/27/2015 21:00,1206.18,27080,27.87936974,26,22
3573,7/27/2015 22:00,1206.2,26934,26.15339279,24,22
3574,7/27/2015 23:00,1206.13,27020,24.53427124,22,22
3575,7/28/2015 0:00,1206.16,26936,23.01538658,20,22
3576,7/28/2015 1:00,1206.09,26996,21.59053421,19,22
3577,7/28/2015 2:00,1206.11,26947,20,19,19
3578,7/28/2015 3:00,1206.11,27056,19,19,19
3579,7/28/2015 4:00,1206.16,26849,18.1889267,19,19
3580,7/28/2015 5:00,1206.46,26861,17.41247749,19,19
3581,7/28/2015 6:00,1206.13,26850,16.66917419,16,19
3582,7/28/2015 7:00,1206.38,26983,15.95759964,15,14
3583,7/28/2015 8:00,1206.27,27104,15.27640152,14,14
3584,7/28/2015 9:00,1206.31,27128,14.62428188,14,14
3585,7/28/2015 10:00,1206.27,27117,14,14,14
3586,7/28/2015 11:00,1206.4,27056,13.57496357,13,14
3587,7/28/2015 12:00,1206.47,27104,13.16283131,13,12
3588,7/28/2015 13:00,1206.42,27092,12.76321125,12,12
3589,7/28/2015 14:00,1206.45,26753,12.37572384,12,12
3590,7/28/2015 15:00,1206.44,26754,12,12,12
3591,7/28/2015 16:00,1206.44,26959,11.60887051,12,12
3592,7/28/2015 17:00,1206.42,27007,11.23048973,12,11
3593,7/28/2015 18:00,1206.44,27177,10.86444187,14,11
3594,7/28/2015 19:00,1206.42,27020,10.51032448,11,11
3595,7/28/2015 20:00,1206.42,27105,10.1677494,11,11
3596,7/28/2015 21:00,1206.42,27032,9.836340904,9.800000191,11
3597,7/28/2015 22:00,1206.38,26959,9.515733719,9.100000381,8.300000191
3598,7/28/2015 23:00,1206.4,26922,9.205576897,8.699999809,8.300000191
3599,7/29/2015 0:00,1206.38,26886,8.905529022,8.300000191,8.300000191
3600,7/29/2015 1:00,1206.4,26874,8.615261078,8.199999809,8.300000191
3601,7/29/2015 2:00,1206.4,26826,8.300000191,7.800000191,8.300000191
3602,7/29/2015 3:00,1206.4,26825,8.062800407,7.800000191,7.800000191
3603,7/29/2015 4:00,1206.4,27056,7.800000191,7.800000191,7.800000191
3604,7/29/2015 5:00,1206.38,27177,7.900000095,7.800000191,7.800000191
3605,7/29/2015 6:00,1206.4,27225,9.416330338,7.800000191,7.800000191
3606,7/29/2015 7:00,1206.38,27213,10.34606552,7.900000095,7.800000191
3607,7/29/2015 8:00,1206.4,27116,11.36759949,46,26
3608,7/29/2015 9:00,1206.42,27140,12.48999596,35,26
3609,7/29/2015 10:00,1206.42,27091,13.72321415,26,26
3610,7/29/2015 11:00,1206.46,27044,15.07819557,21,26
3611,7/29/2015 12:00,1206.49,27080,16.5669632,20,26
3612,7/29/2015 13:00,1206.49,27019,18.20272636,20,20
3613,7/29/2015 14:00,1206.49,26898,20,20,20
3614,7/29/2015 15:00,1206.49,27092,18.89644623,20,20
3615,7/29/2015 16:00,1206.49,26994,17.85378456,20,20
3616,7/29/2015 17:00,1206.5,27007,16.86865425,22,20
3617,7/29/2015 18:00,1206.47,26934,15.93787956,17,13
3618,7/29/2015 19:00,1206.42,26959,15.058465,14,13
3619,7/29/2015 20:00,1206.44,26947,14.22757339,13,13
3620,7/29/2015 21:00,1206.42,26886,13.44252872,12,13
3621,7/29/2015 22:00,1206.42,27019,12.7008009,12,13
3622,7/29/2015 23:00,1206.42,27056,12,12,11
3623,7/30/2015 0:00,1206.42,27056,12,12,11
3624,7/30/2015 1:00,1206.42,27068,11.32466507,11,11
3625,7/30/2015 2:00,1206.42,26886,10.68733597,9.5,11
3626,7/30/2015 3:00,1206.4,27153,10.08587456,9,11
3627,7/30/2015 4:00,1206.42,27116,9.5,8.5,8
3628,7/30/2015 5:00,1206.44,27007,8.98259449,8,8
3629,7/30/2015 6:00,1206.42,26862,8.477071762,8,8
3630,7/30/2015 7:00,1206.44,26886,8,8,8
3631,7/30/2015 8:00,1206.42,27080,8,8,8
3632,7/30/2015 9:00,1206.44,27189,8,8,8
3633,7/30/2015 10:00,1206.46,27177,7.933681965,8,8
3634,7/30/2015 11:00,1206.46,27201,7.8679142,8,8
3635,7/30/2015 12:00,1206.44,27093,7.802690983,12,8
3636,7/30/2015 13:00,1206.46,27043,7.738008976,11,8
3637,7/30/2015 14:00,1206.42,27019,7.673862934,9.600000381,7.800000191
3638,7/30/2015 15:00,1206.44,26910,7.610248566,8.600000381,7.800000191
3639,7/30/2015 16:00,1206.42,27020,7.547161579,7.800000191,7.800000191
3640,7/30/2015 17:00,1206.42,27116,7.484597683,7.5,7.800000191
3641,7/30/2015 18:00,1206.42,27189,7.422552109,7.300000191,7.800000191
3642,7/30/2015 19:00,1206.4,27382,7.361021042,7.300000191,7.199999809
3643,7/30/2015 20:00,1206.42,27020,7.300000191,7.300000191,7.199999809
3644,7/30/2015 21:00,1206.42,27152,7.115099907,7.199999809,7.199999809
3645,7/30/2015 22:00,1206.42,27092,6.934883118,7.099999905,7.199999809
3646,7/30/2015 23:00,1206.42,26995,6.759231091,6.599999905,7.199999809
3647,7/31/2015 0:00,1206.4,27068,6.588027954,6.300000191,6.099999905
3648,7/31/2015 1:00,1206.4,26922,6.421160698,6.099999905,6.099999905
3649,7/31/2015 2:00,1206.4,26994,6.258520603,6.099999905,6.099999905
3650,7/31/2015 3:00,1206.4,27007,6.099999905,6.099999905,6.099999905
3651,7/31/2015 4:00,1206.42,27044,6.099999905,6.099999905,6.099999905
3652,7/31/2015 5:00,1206.42,26960,6.099999905,6.099999905,0
3653,7/31/2015 6:00,1206.36,26898,6.099999905,6.099999905,0
3654,7/31/2015 7:00,1206.4,26996,,,
3655,7/31/2015 8:00,1206.37,26959,,,
3656,7/31/2015 9:00,1206.4,26995,,,
3657,7/31/2015 10:00,1206.42,26947,,,
3658,7/31/2015 11:00,1206.4,26789,,,
3659,7/31/2015 12:00,1206.4,26983,,,
3660,7/31/2015 13:00,1206.38,27044,,,
3661,7/31/2015 14:00,1206.38,27117,,,
3662,7/31/2015 15:00,1206.36,27104,,,
3663,7/31/2015 16:00,1206.36,27104,,,
3664,7/31/2015 17:00,1206.38,26959,,,
3665,7/31/2015 18:00,1206.38,27056,,,
3666,7/31/2015 19:00,1206.38,27153,,,
3667,7/31/2015 20:00,1206.36,27020,,,
3668,7/31/2015 21:00,1206.36,26886,,,
3669,7/31/2015 22:00,1206.38,27105,,,
3670,7/31/2015 23:00,1206.38,26947,,,
3671,8/1/2015 0:00,1206.4,26947,,,
3672,8/1/2015 1:00,1206.38,27104,,,
3673,8/1/2015 2:00,1206.36,27141,,,
3674,8/1/2015 3:00,1206.35,27152,,,
3675,8/1/2015 4:00,1206.38,27080,,,
3676,8/1/2015 5:00,1206.35,26983,,,
3677,8/1/2015 6:00,1206.33,27032,,,
3678,8/1/2015 7:00,1206.35,27008,,,
3679,8/1/2015 8:00,1206.35,26995,,,
3680,8/1/2015 9:00,1206.35,26995,,,
3681,8/1/2015 10:00,1206.38,27079,,,
3682,8/1/2015 11:00,1206.4,27092,,,
3683,8/1/2015 12:00,1206.4,26875,,,
3684,8/1/2015 13:00,1206.42,26923,,,
3685,8/1/2015 14:00,1206.37,26851,,,
3686,8/1/2015 15:00,1206.47,26862,,,
3687,8/1/2015 16:00,1206.38,26996,,,
3688,8/1/2015 17:00,1206.42,26947,,,
3689,8/1/2015 18:00,1206.39,27019,,,
3690,8/1/2015 19:00,1206.36,26862,,,
3691,8/1/2015 20:00,1206.38,26971,,,
3692,8/1/2015 21:00,1206.35,27092,,,
3693,8/1/2015 22:00,1206.4,27008,,,
3694,8/1/2015 23:00,1206.33,26862,,,
3695,8/2/2015 0:00,1206.36,27117,,,
3696,8/2/2015 1:00,1206.35,27116,,,
3697,8/2/2015 2:00,1206.35,27093,,,
3698,8/2/2015 3:00,1206.33,27176,,,
3699,8/2/2015 4:00,1206.33,26922,,,
3700,8/2/2015 5:00,1206.35,27165,,,
3701,8/2/2015 6:00,1206.34,27080,,,
3702,8/2/2015 7:00,1206.35,26958,,,
3703,8/2/2015 8:00,1206.33,27105,,,
3704,8/2/2015 9:00,1206.35,27019,,,
3705,8/2/2015 10:00,1206.33,27032,,,
3706,8/2/2015 11:00,1206.33,26837,,,
3707,8/2/2015 12:00,1206.36,27020,,,
3708,8/2/2015 13:00,1206.35,26946,,,
3709,8/2/2015 14:00,1206.35,27019,,,
3710,8/2/2015 15:00,1206.33,27068,,,
3711,8/2/2015 16:00,1206.33,26899,,,
3712,8/2/2015 17:00,1206.31,27043,,,
3713,8/2/2015 18:00,1206.31,27056,,,
3714,8/2/2015 19:00,1206.29,26996,,,
3715,8/2/2015 20:00,1206.31,26996,,,
3716,8/2/2015 21:00,1206.29,27068,,,
3717,8/2/2015 22:00,1206.31,27031,,,
3718,8/2/2015 23:00,1206.31,26911,,,
3719,8/3/2015 0:00,1206.29,26959,,,
3720,8/3/2015 1:00,1206.27,27080,,,
3721,8/3/2015 2:00,1206.27,27104,,,
3722,8/3/2015 3:00,1206.26,27008,,,
3723,8/3/2015 4:00,1206.27,26947,,,
3724,8/3/2015 5:00,1206.26,26947,,,
3725,8/3/2015 6:00,1206.26,27043,,,
3726,8/3/2015 7:00,1206.24,26972,,,
3727,8/3/2015 8:00,1206.24,26935,,,
3728,8/3/2015 9:00,1206.26,26935,,,
3729,8/3/2015 10:00,1206.26,27019,,,
3730,8/3/2015 11:00,1206.26,27044,,,
3731,8/3/2015 12:00,1206.26,27116,,,
3732,8/3/2015 13:00,1206.26,27081,,,
3733,8/3/2015 14:00,1206.22,26971,,,
3734,8/3/2015 15:00,1206.26,26983,,,
3735,8/3/2015 16:00,1206.24,27164,,,
3736,8/3/2015 17:00,1206.22,27080,,,
3737,8/3/2015 18:00,1206.26,27031,,,
3738,8/3/2015 19:00,1206.24,27104,,,
3739,8/3/2015 20:00,1206.2,27044,,,
3740,8/3/2015 21:00,1206.2,26995,,,
3741,8/3/2015 22:00,1206.22,26827,,,
3742,8/3/2015 23:00,1206.2,26874,,,
3743,8/4/2015 0:00,1206.22,26971,,,
3744,8/4/2015 1:00,1206.2,26995,,,
3745,8/4/2015 2:00,1206.18,26922,,,
3746,8/4/2015 3:00,1206.16,26886,,,
3747,8/4/2015 4:00,1206.18,26814,,,
3748,8/4/2015 5:00,1206.24,26971,,,
3749,8/4/2015 6:00,1206.16,26959,,,
3750,8/4/2015 7:00,1206.2,26947,,,
3751,8/4/2015 8:00,1206.18,27128,,,
3752,8/4/2015 9:00,1206.2,27225,,,
3753,8/4/2015 10:00,1206.2,27165,,,
3754,8/4/2015 11:00,1206.18,26971,,,
3755,8/4/2015 12:00,1206.14,26959,,,
3756,8/4/2015 13:00,1206.04,27044,,,
3757,8/4/2015 14:00,1206.2,27068,,,
3758,8/4/2015 15:00,1206.07,27092,,,
3759,8/4/2015 16:00,1206.2,27068,,,
3760,8/4/2015 17:00,1206.12,26935,,,
3761,8/4/2015 18:00,1206.16,26935,,,
3762,8/4/2015 19:00,1206.12,27056,,,
3763,8/4/2015 20:00,1206.11,27008,,,
3764,8/4/2015 21:00,1206.14,26947,,,
3765,8/4/2015 22:00,1206.12,27031,,,
3766,8/4/2015 23:00,1206.12,27044,,,
3767,8/5/2015 0:00,1206.13,27044,,,
3768,8/5/2015 1:00,1206.11,26959,,,
3769,8/5/2015 2:00,1206.11,26886,,,
3770,8/5/2015 3:00,1206.12,26923,,,
3771,8/5/2015 4:00,1206.09,26803,,,
3772,8/5/2015 5:00,1206.14,26875,,,
3773,8/5/2015 6:00,1206.09,27008,,,
3774,8/5/2015 7:00,1206.11,27019,,,
3775,8/5/2015 8:00,1206.11,27104,,,
3776,8/5/2015 9:00,1206.09,27006,,,
3777,8/5/2015 10:00,1206.13,27023,,,
3778,8/5/2015 11:00,1206.15,26753,,,
3779,8/5/2015 12:00,1206.14,26984,,,
3780,8/5/2015 13:00,1206.14,26766,,,
3781,8/5/2015 14:00,1206.14,27140,,,
3782,8/5/2015 15:00,1206.12,27153,,,
3783,8/5/2015 16:00,1206.13,26996,,,
3784,8/5/2015 17:00,1206.12,26887,,,
3785,8/5/2015 18:00,1206.12,27008,,,
3786,8/5/2015 19:00,1206.11,27019,,,
3787,8/5/2015 20:00,1206.12,26971,,,
3788,8/5/2015 21:00,1206.12,27080,,,
3789,8/5/2015 22:00,1206.16,27044,,,
3790,8/5/2015 23:00,1206.13,26886,,,
3791,8/6/2015 0:00,1206.13,26959,,,
3792,8/6/2015 1:00,1206.11,27032,,,
3793,8/6/2015 2:00,1206.13,27043,,,
3794,8/6/2015 3:00,1206.14,26874,,,
3795,8/6/2015 4:00,1206.11,26911,,,
3796,8/6/2015 5:00,1206.11,26995,,,
3797,8/6/2015 6:00,1206.16,27032,,,
3798,8/6/2015 7:00,1206.11,27068,,,
3799,8/6/2015 8:00,1206.14,26983,,,
3800,8/6/2015 9:00,1206.14,27031,,,
3801,8/6/2015 10:00,1206.12,27225,,,
3802,8/6/2015 11:00,1206.14,27128,,,
3803,8/6/2015 12:00,1206.14,26669,,,
3804,8/6/2015 13:00,1206.12,26838,,,
3805,8/6/2015 14:00,1206.18,27031,,,
3806,8/6/2015 15:00,1206.22,26935,,,
3807,8/6/2015 16:00,1206.22,27019,,,
3808,8/6/2015 17:00,1206.18,26935,,,
3809,8/6/2015 18:00,1206.24,26947,,,
3810,8/6/2015 19:00,1206.18,26850,,,
3811,8/6/2015 20:00,1206.2,26911,,,
3812,8/6/2015 21:00,1206.22,26935,,,
3813,8/6/2015 22:00,1206.2,26983,,,
3814,8/6/2015 23:00,1206.2,26874,,,
3815,8/7/2015 0:00,1206.18,26826,,,
3816,8/7/2015 1:00,1206.16,26911,,,
3817,8/7/2015 2:00,1206.2,26874,,,
3818,8/7/2015 3:00,1206.22,26814,,,
3819,8/7/2015 4:00,1206.2,26851,,,
3820,8/7/2015 5:00,1206.2,26730,,,
3821,8/7/2015 6:00,1206.22,26789,,,
3822,8/7/2015 7:00,1206.22,26753,,,
3823,8/7/2015 8:00,1206.18,26741,,,
3824,8/7/2015 9:00,1206.24,26862,,,
3825,8/7/2015 10:00,1206.24,26995,,,
3826,8/7/2015 11:00,1206.24,27020,,,
3827,8/7/2015 12:00,1206.22,27165,,,
3828,8/7/2015 13:00,1206.22,27177,,,
3829,8/7/2015 14:00,1206.18,27309,,,
3830,8/7/2015 15:00,1206.22,27285,,,
3831,8/7/2015 16:00,1206.22,27322,,,
3832,8/7/2015 17:00,1206.2,27298,,,
3833,8/7/2015 18:00,1206.22,27238,,,
3834,8/7/2015 19:00,1206.22,27298,,,
3835,8/7/2015 20:00,1206.24,27141,,,
3836,8/7/2015 21:00,1206.18,27019,,,
3837,8/7/2015 22:00,1206.2,26996,,,
3838,8/7/2015 23:00,1206.2,26875,,,
3839,8/8/2015 0:00,1206.22,26875,,,
3840,8/8/2015 1:00,1206.22,26790,,,
3841,8/8/2015 2:00,1206.22,26802,,,
3842,8/8/2015 3:00,1206.22,26669,,,
3843,8/8/2015 4:00,1206.18,26862,,,
3844,8/8/2015 5:00,1206.25,26886,,,
3845,8/8/2015 6:00,1206.24,26729,,,
3846,8/8/2015 7:00,1206.22,26898,,,
3847,8/8/2015 8:00,1206.24,27044,,,
3848,8/8/2015 9:00,1206.16,27007,,,
3849,8/8/2015 10:00,1206.22,27019,,,
3850,8/8/2015 11:00,1206.18,26995,,,
3851,8/8/2015 12:00,1206.2,26995,,,
3852,8/8/2015 13:00,1206.26,26874,,,
3853,8/8/2015 14:00,1206.24,26862,,,
3854,8/8/2015 15:00,1206.24,26790,,,
3855,8/8/2015 16:00,1206.24,26826,,,
3856,8/8/2015 17:00,1206.26,26851,,,
3857,8/8/2015 18:00,1206.26,26862,,,
3858,8/8/2015 19:00,1206.24,27056,,,
3859,8/8/2015 20:00,1206.22,27177,,,
3860,8/8/2015 21:00,1206.22,27201,,,
3861,8/8/2015 22:00,1206.2,27117,,,
3862,8/8/2015 23:00,1206.2,27189,,,
3863,8/9/2015 0:00,1206.22,27128,,,
3864,8/9/2015 1:00,1206.2,27261,,,
3865,8/9/2015 2:00,1206.2,27189,,,
3866,8/9/2015 3:00,1206.18,27165,,,
3867,8/9/2015 4:00,1206.22,27031,,,
3868,8/9/2015 5:00,1206.2,27116,,,
3869,8/9/2015 6:00,1206.2,27201,,,
3870,8/9/2015 7:00,1206.18,26972,,,
3871,8/9/2015 8:00,1206.2,27079,,,
3872,8/9/2015 9:00,1206.22,27153,,,
3873,8/9/2015 10:00,1206.16,26995,,,
3874,8/9/2015 11:00,1206.18,27080,,,
3875,8/9/2015 12:00,1206.16,27128,,,
3876,8/9/2015 13:00,1206.14,27007,,,
3877,8/9/2015 14:00,1206.16,27080,,,
3878,8/9/2015 15:00,1206.18,27164,,,
3879,8/9/2015 16:00,1206.21,27226,,,
3880,8/9/2015 17:00,1206.24,27116,,,
3881,8/9/2015 18:00,1206.22,26911,,,
3882,8/9/2015 19:00,1206.2,26861,,,
3883,8/9/2015 20:00,1206.22,26898,,,
3884,8/9/2015 21:00,1206.17,27116,,,
3885,8/9/2015 22:00,1206.04,26947,,,
3886,8/9/2015 23:00,1206.24,26875,,,
3887,8/10/2015 0:00,1206.26,26874,,,
3888,8/10/2015 1:00,1206.28,26959,,,
3889,8/10/2015 2:00,1206.22,26887,,,
3890,8/10/2015 3:00,1206.28,26923,,,
3891,8/10/2015 4:00,1206.24,27081,,,
3892,8/10/2015 5:00,1206.24,27129,,,
3893,8/10/2015 6:00,1206.26,27189,,,
3894,8/10/2015 7:00,1206.26,27019,,,
3895,8/10/2015 8:00,1206.26,27104,,,
3896,8/10/2015 9:00,1206.27,26995,,,
3897,8/10/2015 10:00,1206.26,27007,,,
3898,8/10/2015 11:00,1206.26,26934,,,
3899,8/10/2015 12:00,1206.26,26875,,,
3900,8/10/2015 13:00,1206.26,26959,,,
3901,8/10/2015 14:00,1206.26,27069,,,
3902,8/10/2015 15:00,1206.24,27043,,,
3903,8/10/2015 16:00,1206.24,27080,,,
3904,8/10/2015 17:00,1206.24,26983,,,
3905,8/10/2015 18:00,1206.26,27213,,,
3906,8/10/2015 19:00,1206.24,27129,,,
3907,8/10/2015 20:00,1206.26,27104,,,
3908,8/10/2015 21:00,1206.24,27056,,,
3909,8/10/2015 22:00,1206.22,27092,,,
3910,8/10/2015 23:00,1206.26,27249,,,
3911,8/11/2015 0:00,1206.24,27202,,,
3912,8/11/2015 1:00,1206.22,27032,,,
3913,8/11/2015 2:00,1206.24,27092,,,
3914,8/11/2015 3:00,1206.24,27019,,,
3915,8/11/2015 4:00,1206.22,26815,,,
3916,8/11/2015 5:00,1206.24,26995,,,
3917,8/11/2015 6:00,1206.22,26826,,,
3918,8/11/2015 7:00,1206.22,26753,,,
3919,8/11/2015 8:00,1206.24,27008,,,
3920,8/11/2015 9:00,1206.24,27044,,,
3921,8/11/2015 10:00,1206.22,27056,,,
3922,8/11/2015 11:00,1206.24,26850,,,
3923,8/11/2015 12:00,1206.22,27008,,,
3924,8/11/2015 13:00,1206.2,27189,,,
3925,8/11/2015 14:00,1206.22,26996,,,
3926,8/11/2015 15:00,1206.2,27165,,,
3927,8/11/2015 16:00,1206.21,27153,,,
3928,8/11/2015 17:00,1206.21,27153,,,
3929,8/11/2015 18:00,1206.22,27214,,,
3930,8/11/2015 19:00,1206.22,27104,,,
3931,8/11/2015 20:00,1206.22,27092,,,
3932,8/11/2015 21:00,1206.22,27032,,,
3933,8/11/2015 22:00,1206.22,26996,,,
3934,8/11/2015 23:00,1206.22,27104,,,
3935,8/12/2015 0:00,1206.22,27068,,,
3936,8/12/2015 1:00,1206.2,27044,,,
3937,8/12/2015 2:00,1206.22,26983,,,
3938,8/12/2015 3:00,1206.2,26995,,,
3939,8/12/2015 4:00,1206.2,27007,,,
3940,8/12/2015 5:00,1206.2,26935,,,
3941,8/12/2015 6:00,1206.22,26850,,,
3942,8/12/2015 7:00,1206.18,26789,,,
3943,8/12/2015 8:00,1206.2,26947,,,
3944,8/12/2015 9:00,1206.2,27092,,,
3945,8/12/2015 10:00,1206.22,27007,,,
3946,8/12/2015 11:00,1206.24,27019,,,
3947,8/12/2015 12:00,1206.26,27007,,,
3948,8/12/2015 13:00,1206.22,26959,,,
3949,8/12/2015 14:00,1206.24,26838,,,
3950,8/12/2015 15:00,1206.22,26837,,,
3951,8/12/2015 16:00,1206.24,26910,,,
3952,8/12/2015 17:00,1206.26,26959,,,
3953,8/12/2015 18:00,1206.26,27008,,,
3954,8/12/2015 19:00,1206.22,26838,,,
3955,8/12/2015 20:00,1206.22,26887,,,
3956,8/12/2015 21:00,1206.18,26947,,,
3957,8/12/2015 22:00,1206.2,26898,,,
3958,8/12/2015 23:00,1206.2,26922,,,
3959,8/13/2015 0:00,1206.2,26886,,,
3960,8/13/2015 1:00,1206.18,26934,,,
3961,8/13/2015 2:00,1206.22,26826,,,
3962,8/13/2015 3:00,1206.22,26959,,,
3963,8/13/2015 4:00,1206.22,26742,,,
3964,8/13/2015 5:00,1206.2,26789,,,
3965,8/13/2015 6:00,1206.18,27080,,,
3966,8/13/2015 7:00,1206.14,26947,,,
3967,8/13/2015 8:00,1206.18,27044,,,
3968,8/13/2015 9:00,1206.16,27177,,,
3969,8/13/2015 10:00,1206.24,27225,,,
3970,8/13/2015 11:00,1206.18,27177,,,
3971,8/13/2015 12:00,1206.2,27043,,,
3972,8/13/2015 13:00,1206.16,27092,,,
3973,8/13/2015 14:00,1206.16,27165,,,
3974,8/13/2015 15:00,1206.14,27201,,,
3975,8/13/2015 16:00,1206.14,27056,,,
3976,8/13/2015 17:00,1206.16,26911,,,
3977,8/13/2015 18:00,1206.16,26995,,,
3978,8/13/2015 19:00,1206.16,26898,,,
3979,8/13/2015 20:00,1206.18,26814,,,
3980,8/13/2015 21:00,1206.16,27104,,,
3981,8/13/2015 22:00,1206.16,27104,,,
3982,8/13/2015 23:00,1206.16,27128,,,
3983,8/14/2015 0:00,1206.14,27104,,,
3984,8/14/2015 1:00,1206.13,27128,,,
3985,8/14/2015 2:00,1206.14,26971,,,
3986,8/14/2015 3:00,1206.13,26947,,,
3987,8/14/2015 4:00,1206.13,26947,,,
3988,8/14/2015 5:00,1206.11,26947,,,
3989,8/14/2015 6:00,1206.11,26935,,,
3990,8/14/2015 7:00,1206.11,26947,,,
3991,8/14/2015 8:00,1206.13,27178,,,
3992,8/14/2015 9:00,1206.12,27140,,,
3993,8/14/2015 10:00,1206.13,27092,,,
3994,8/14/2015 11:00,1206.14,27019,,,
3995,8/14/2015 12:00,1206.13,26922,,,
3996,8/14/2015 13:00,1206.11,27225,,,
3997,8/14/2015 14:00,1206.11,27056,,,
3998,8/14/2015 15:00,1206.09,27153,,,
3999,8/14/2015 16:00,1206.11,26983,,,
4000,8/14/2015 17:00,1206.13,26995,,,
4001,8/14/2015 18:00,1206.11,27056,,,
4002,8/14/2015 19:00,1206.11,26995,,,
4003,8/14/2015 20:00,1206.09,26970,,,
4004,8/14/2015 21:00,1206.13,26874,,,
4005,8/14/2015 22:00,1206.11,26862,,,
4006,8/14/2015 23:00,1206.11,26887,,,
4007,8/15/2015 0:00,1206.11,27128,,,
4008,8/15/2015 1:00,1206.09,27164,,,
4009,8/15/2015 2:00,1206.07,26983,,,
4010,8/15/2015 3:00,1206.09,27031,,,
4011,8/15/2015 4:00,1206.07,27068,,,
4012,8/15/2015 5:00,1206.11,27104,,,
4013,8/15/2015 6:00,1206.09,27055,,,
4014,8/15/2015 7:00,1206.09,27019,,,
4015,8/15/2015 8:00,1206.09,26947,,,
4016,8/15/2015 9:00,1206.09,26959,,,
